DATE_RECEIVED,PRODUCT_NAME,SUB_PRODUCT,ISSUE,SUB_ISSUE,CONSUMER_COMPLAINT_NARRATIVE,COMPANY_PUBLIC_RESPONSE,COMPANY,STATE_NAME,ZIP_CODE,TAGS,CONSUMER_CONSENT_PROVIDED,SUBMITTED_VIA,DATE_SENT_TO_COMPANY,COMPANY_RESPONSE_TO_CONSUMER,TIMELY_RESPONSE,CONSUMER_DISPUTED,COMPLAINT_ID
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,Army and Air Force Exchange Service,TX,76549,Servicemember,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,831081
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Disclosure verification of debt,Not given enough info to verify debt,,,ERC,PA,19104,,N/A,Web,02-05-2014,Closed with non-monetary relief,Yes,No,831729
2014-04-30,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,TX,76244,,N/A,Web,02-05-2014,Closed with non-monetary relief,Yes,No,831731
2014-04-30,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Portfolio Recovery Associates or Inc.,SC,29360,,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,831375
2014-04-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,HSBC North America Holdings Inc.,MI,48127,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831748
2014-04-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,MI,48127,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831747
2014-04-30,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,FL,32065,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831755
2014-04-30,Debt collection,I do not know,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Cavalry Investments or LLC,CA,90027,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831767
2014-04-30,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,Emerald Canyon Capital or LLC,TX,76901,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831769
2014-04-30,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,,,Professional Credit Management or Inc,AR,72209,,N/A,Web,30-04-2014,Closed with non-monetary relief,Yes,Yes,831770
2014-04-30,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,Navient Solutions or Inc.,MS,39563,,N/A,Web,02-05-2014,Closed with explanation,Yes,Yes,831772
2014-03-30,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,TX,76712,,N/A,Web,30-03-2014,Closed with non-monetary relief,Yes,No,785098
2014-04-30,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Santander Consumer USA Holdings Inc,NC,28792,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831707
2014-04-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ditech Financial LLC,NY,10462,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831082
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,CA,93536,,N/A,Web,07-05-2014,Closed with explanation,Yes,Yes,831099
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Frequent or repeated calls,,,World Acceptance Corporation,TX,76707,,N/A,Web,02-05-2014,Closed with explanation,No,No,831780
2014-04-30,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,Bank of America,CA,95696,Older American,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831781
2014-04-30,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,EZCORP or Inc.,UT,84102,,N/A,Web,02-05-2014,Closed,Yes,No,831783
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Disclosure verification of debt,Not disclosed as an attempt to collect,,,Allied Interstate LLC,CA,94080,,N/A,Web,30-04-2014,Closed with non-monetary relief,Yes,Yes,833096
2014-04-30,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Portfolio Recovery Associates or Inc.,OK,73456,,N/A,Web,07-05-2014,Closed with non-monetary relief,Yes,No,831784
2014-04-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,Wells Fargo & Company,MN,55405,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831793
2014-04-30,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,Ocwen,VA,22630,Servicemember,N/A,Web,30-04-2014,Closed,Yes,No,831794
2014-04-30,Debt collection,Mortgage,Disclosure verification of debt,Right to dispute notice not received,,,JPMorgan Chase & Co.,,,,N/A,Referral,20-05-2014,Closed with explanation,Yes,No,831265
2014-04-30,Credit card,,Billing disputes,,,,Synchrony Financial,NJ,8817,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831818
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,TX,77074,Older American,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,832486
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,MD,20748,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832434
2014-04-30,Credit card,,Customer service / Customer relations,,,,Synchrony Financial,NJ,8701,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831874
2014-04-30,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Select Portfolio Servicing or Inc,CA,95110,,N/A,Fax,05-05-2014,Closed with explanation,Yes,No,833133
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt was paid,,,Stephens and Michaels Associates or Inc.,OH,44118,,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,831880
2014-04-30,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Rubin & Rothman or LLC,NY,10462,,N/A,Referral,05-05-2014,Closed with non-monetary relief,Yes,No,831884
2014-04-30,Credit card,,Billing disputes,,,,Synchrony Financial,NJ,7828,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831902
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,Dynamic Recovery Solutions or LLC,CA,91902,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831904
2014-04-30,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,MN,55123,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831906
2014-04-30,Student loan,Non-federal student loan,Getting a loan,Can't qualify for a loan,,,Navient Solutions or Inc.,FL,32822,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831907
2014-04-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,NJ,7871,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831910
2014-04-30,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NC,28741,,N/A,Web,03-06-2014,Closed with explanation,Yes,Yes,831918
2014-04-30,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,TransUnion Intermediate Holdings or Inc.,WI,53050,,N/A,Web,02-05-2014,Closed with non-monetary relief,Yes,Yes,831148
2014-04-30,Credit card,,Unsolicited issuance of credit card,,,,Synchrony Financial,NJ,7722,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831932
2014-04-30,Credit card,,Late fee,,,,Synchrony Financial,NJ,8857,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831934
2014-04-30,Credit card,,Customer service / Customer relations,,,,Synchrony Financial,NJ,8201,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831939
2014-04-30,Credit card,,Rewards,,,,Synchrony Financial,NJ,8550,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831946
2014-04-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,NY,10307,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,831952
2014-04-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,Navient Solutions or Inc.,,,,N/A,Web,02-05-2014,Closed with explanation,Yes,No,831962
2014-04-30,Credit card,,Customer service / Customer relations,,,,Synchrony Financial,NJ,8857,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831987
2014-04-30,Credit card,,Billing statement,,,,Synchrony Financial,NJ,8550,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831988
2014-04-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMorgan Chase & Co.,VA,22079,,N/A,Referral,05-05-2014,Closed with explanation,Yes,Yes,832426
2014-04-30,Credit card,,Other,,,,Synchrony Financial,NJ,8332,,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,832009
2014-04-30,Credit card,,Rewards,,,,Synchrony Financial,NJ,7075,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832033
2014-04-30,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Diversified Consultants or Inc.,FL,20580,,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,831357
2014-04-30,Credit card,,Late fee,,,,Synchrony Financial,NJ,8070,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832070
2014-04-30,Student loan,Non-federal student loan,Can't repay my loan,Can't temporarily postpone payments,,,Navient Solutions or Inc.,IL,60443,,N/A,Web,02-05-2014,Closed with explanation,Yes,Yes,832076
2014-04-30,Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,National Credit Adjusters or LLC,MI,48180,,N/A,Web,02-05-2014,Closed with explanation,Yes,No,833103
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,,,Receivables Performance Management LLC,KY,40741,Older American or Servicemember,N/A,Phone,02-05-2014,Closed with explanation,Yes,No,832102
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Taking/threatening an illegal action,Seized/Attempted to seize property,,,Stellar Recovery Inc.,DC,20019,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832702
2014-04-30,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,Access Group,TX,76548,Servicemember,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,832114
2014-04-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,NC,28315,,N/A,Referral,30-04-2014,Closed with explanation,Yes,No,832134
2014-04-30,Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,,,ARM WNY LLC,FL,34714,,N/A,Web,01-05-2014,Closed with explanation,Yes,Yes,833143
2014-04-30,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,SC,29681,Older American,N/A,Web,30-04-2014,Closed with non-monetary relief,Yes,No,832154
2014-04-30,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,Wells Fargo & Company,MD,20850,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832166
2014-04-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Seterus or Inc.,WA,98664,,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,832169
2014-04-30,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,IL,60175,,N/A,Postal mail,16-05-2014,Closed with non-monetary relief,Yes,No,831591
2014-04-30,Debt collection,Auto,Communication tactics,Threatened to take legal action,,,Ford Motor Credit Company,CA,91766,,N/A,Phone,02-05-2014,Closed with explanation,Yes,No,832189
2014-04-30,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,TN,37013,,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,832196
2014-04-30,Credit card,,Billing statement,,,,Synchrony Financial,NJ,7036,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832200
2014-04-30,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Halsted Financial Services or LLC.,NV,89052,Older American,N/A,Web,27-05-2014,Closed with explanation,Yes,No,832209
2014-04-30,Credit card,,Other fee,,,,Synchrony Financial,NJ,7208,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832221
2014-04-30,Credit card,,Billing statement,,,,Bank of America,NY,11213,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832194
2014-04-30,Credit reporting,,Incorrect information on credit report,Public record,,,TransUnion Intermediate Holdings or Inc.,TN,37013,,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,832197
2014-04-30,Money transfers,International money transfer,Money was not available when promised,,,,MoneyGram,OR,97520,,N/A,Postal mail,02-05-2014,Closed with explanation,Yes,No,832240
2014-04-30,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,FL,32839,,N/A,Web,30-04-2014,Closed with monetary relief,Yes,No,832253
2014-04-30,Debt collection,Other (i.e. phone or health club or etc.),Communication tactics,Frequent or repeated calls,,,Wells Fargo & Company,NM,87505,,N/A,Postal mail,02-05-2014,Closed,Yes,No,832255
2014-04-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ocwen,TX,79843,,N/A,Web,30-04-2014,Closed with explanation,Yes,Yes,831138
2014-04-30,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ditech Financial LLC,MT,59935,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832268
2014-04-30,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,National Credit Adjusters or LLC,MI,48201,,N/A,Phone,02-05-2014,Closed with explanation,Yes,No,831305
2014-04-30,Credit card,,Late fee,,,,Synchrony Financial,NJ,8753,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832269
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Wells Fargo & Company,NJ,8081,,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,832286
2014-04-30,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,HSBC North America Holdings Inc.,CA,92505,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831123
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,CA,90019,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,833127
2014-04-30,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,JPMorgan Chase & Co.,GA,30294,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832292
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,MD,20607,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,832295
2014-04-30,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,AZ,85375,,N/A,Referral,05-05-2014,Closed with explanation,Yes,No,832297
2014-04-30,Mortgage,Other mortgage,Application or originator or mortgage broker,,,,M&T Bank Corporation,UT,84074,,N/A,Web,05-05-2014,Closed with explanation,Yes,No,832314
2014-04-30,Mortgage,Other mortgage,Other,,,,JPMorgan Chase & Co.,CA,92883,,N/A,Referral,05-05-2014,Closed,Yes,No,831288
2014-04-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Ditech Financial LLC,MI,48320,,N/A,Referral,02-05-2014,Closed with explanation,Yes,No,831243
2014-04-30,Credit card,,Billing disputes,,,,Wells Fargo & Company,FL,33306,,N/A,Web,05-05-2014,Closed with explanation,Yes,No,831335
2014-04-30,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,Navient Solutions or Inc.,MI,48105,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832335
2014-04-30,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,20853,,N/A,Referral,12-05-2014,Closed with non-monetary relief,Yes,No,831650
2014-04-30,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,AES/PHEAA,KY,40047,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,832337
2014-04-30,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Professional Finance Company or Inc.,TX,75106,,N/A,Web,30-04-2014,Closed with explanation,Yes,No,833135
